project_group,test_code,Prediction,Ground_Truth,Token_List
1,"@Test
public void oddRunRotatesTheStrike() {
    String striker = innings.getStrikerId();
    ScoringResult result = bowl(0, 1, 1);
    assertTrue(result.isStrikeRotated());
    assertEquals(striker, innings.getNonStrikerId());
}
",5,5,
1,"@Test
public void evenRunKeepsTheStrike() {
    String striker = innings.getStrikerId();
    ScoringResult result = bowl(0, 1, 2);
    assertFalse(result.isStrikeRotated());
    assertEquals(striker, innings.getStrikerId());
}
",5,5,
1,"@Test
public void wideAddsOnePenaltyRun() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.WIDE, 0).build());
    assertEquals(1, innings.getScoreCard().getTotalRuns());
}
",5,5,
1,"@Test
public void wideDoesNotAdvanceTheBallCount() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.WIDE, 0).build());
    assertEquals(0, innings.getScoreCard().getLegalBalls());
}
",5,5,
1,"@Test
public void wideIsRecordedInTheExtras() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.WIDE, 0).build());
    assertEquals(1, innings.getScoreCard().getWides());
}
",5,5,
1,"@Test
public void wideDoesNotCountAsABallFaced() {
    String striker = innings.getStrikerId();
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.WIDE, 0).build());
    assertEquals(0, innings.getScoreCard().battingLine(striker).getBallsFaced());
}
",5,5,
1,"@Test
public void noBallAddsOnePenaltyRun() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.NO_BALL, 0).build());
    assertEquals(1, innings.getScoreCard().getTotalRuns());
}
",5,5,
1,"@Test
public void runsOffBatOnANoBallAreCreditedToTheStriker() {
    String striker = innings.getStrikerId();
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.NO_BALL, 0).runsOffBat(4).build());
    assertEquals(4, innings.getScoreCard().battingLine(striker).getRuns());
    assertEquals(5, innings.getScoreCard().getTotalRuns());
}
",5,5,
1,"@Test
public void noBallGrantsAFreeHit() {
    ScoringResult result = engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.NO_BALL, 0).build());
    assertTrue(result.isFreeHitNext());
    assertTrue(engine.isFreeHitPending());
}
",5,5,
1,"@Test
public void byesAreNotCreditedToTheStriker() {
    String striker = innings.getStrikerId();
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.BYE, 2).build());
    assertEquals(0, innings.getScoreCard().battingLine(striker).getRuns());
    assertEquals(2, innings.getScoreCard().getTotalRuns());
    assertEquals(2, innings.getScoreCard().getByes());
}
",5,5,
1,"@Test
public void legByesAreNotChargedToTheBowler() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.LEG_BYE, 1).build());
    assertEquals(0, innings.getScoreCard().bowlingLine(""AUS8"").getRunsConceded());
    assertEquals(1, innings.getScoreCard().getLegByes());
}
",5,5,
1,"@Test
public void byesStillCountAsALegalDelivery() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.BYE, 1).build());
    assertEquals(1, innings.getScoreCard().getLegalBalls());
}
",5,5,
1,"@Test
public void wicketIncrementsTheWicketCount() {
    Ball ball = Fixtures.delivery(innings, 0, 1)
            .wicket(WicketEvent.of(Dismissal.BOWLED, innings.getStrikerId()))
            .build();
    engine.apply(innings, ball);
    assertEquals(1, innings.getScoreCard().getWickets());
}
",5,5,
1,"@Test
public void bowledIsCreditedToTheBowler() {
    Ball ball = Fixtures.delivery(innings, 0, 1)
            .wicket(WicketEvent.of(Dismissal.BOWLED, innings.getStrikerId()))
            .build();
    engine.apply(innings, ball);
    assertEquals(1, innings.getScoreCard().bowlingLine(""AUS8"").getWickets());
}
",5,5,
1,"@Test
public void runOutIsNotCreditedToTheBowler() {
    Ball ball = Fixtures.delivery(innings, 0, 1)
            .wicket(new WicketEvent(Dismissal.RUN_OUT, innings.getStrikerId(), ""AUS5""))
            .build();
    engine.apply(innings, ball);
    assertEquals(1, innings.getScoreCard().getWickets());
    assertEquals(0, innings.getScoreCard().bowlingLine(""AUS8"").getWickets());
}
",5,5,
1,"@Test
public void dismissedBatterIsMarkedOut() {
    String striker = innings.getStrikerId();
    Ball ball = Fixtures.delivery(innings, 0, 1)
            .wicket(WicketEvent.of(Dismissal.LBW, striker))
            .build();
    engine.apply(innings, ball);
    assertTrue(innings.getScoreCard().battingLine(striker).isOut());
}
",5,5,
1,"@Test
public void wicketBreaksThePartnership() {
    Ball ball = Fixtures.delivery(innings, 0, 1)
            .wicket(WicketEvent.of(Dismissal.BOWLED, innings.getStrikerId()))
            .build();
    engine.apply(innings, ball);
    assertTrue(innings.getPartnerships().get(0).isBroken());
}
",5,5,
1,"@Test
public void runsAreChargedToTheBowler() {
    bowl(0, 1, 4);
    assertEquals(4, innings.getScoreCard().bowlingLine(""AUS8"").getRunsConceded());
}
",5,5,
1,"@Test
public void wideIsChargedToTheBowler() {
    engine.apply(innings, Fixtures.delivery(innings, 0, 1)
            .extra(ExtraType.WIDE, 0).build());
    assertEquals(1, innings.getScoreCard().bowlingLine(""AUS8"").getRunsConceded());
}
",5,5,
1,"@Test
public void sixLegalDeliveriesCompleteTheOver() {
    ScoringResult last = null;
    for (int i = 1; i <= 6; i++) {
        last = bowl(0, i, 0);
    }
    assertTrue(last.isOverCompleted());
    assertEquals(1, innings.getScoreCard().completedOvers());
}
",5,5,
1,"@Test
public void strikeRotatesAtTheEndOfTheOver() {
    String opener = innings.getStrikerId();
    for (int i = 1; i <= 6; i++) {
        bowl(0, i, 0);
    }
    assertEquals(opener, innings.getNonStrikerId());
}
",5,5,
1,"@Test
public void wicketlessRunlessOverIsAMaiden() {
    for (int i = 1; i <= 6; i++) {
        bowl(0, i, 0);
    }
    assertEquals(1, innings.getScoreCard().bowlingLine(""AUS8"").getMaidens());
}
",5,5,
1,"@Test
public void overWithARunIsNotAMaiden() {
    for (int i = 1; i <= 5; i++) {
        bowl(0, i, 0);
    }
    bowl(0, 6, 1);
    assertEquals(0, innings.getScoreCard().bowlingLine(""AUS8"").getMaidens());
}
",5,5,
1,"@Test
public void byesDoNotSpoilAMaiden() {
    for (int i = 1; i <= 5; i++) {
        bowl(0, i, 0);
    }
    engine.apply(innings, Fixtures.delivery(innings, 0, 6)
            .extra(ExtraType.BYE, 2).build());
    assertEquals(1, innings.getScoreCard().bowlingLine(""AUS8"").getMaidens());
}
",5,5,
1,"@Test
public void ballIsAppendedToTheInningsRecord() {
    bowl(0, 1, 1);
    assertEquals(1, innings.ballCount());
}
",5,5,
1,"@Test
public void partnershipAccumulatesRuns() {
    bowl(0, 1, 2);
    bowl(0, 2, 4);
    assertEquals(6, innings.currentPartnership().getRuns());
}
",5,5,
1,"@Test
public void teamTotalMatchesTheSumOfEveryDelivery() {
    bowl(0, 1, 1);
    bowl(0, 2, 4);
    engine.apply(innings, Fixtures.delivery(innings, 0, 3).extra(ExtraType.WIDE, 0).build());
    bowl(0, 3, 6);
    ScoreCard card = innings.getScoreCard();
    assertEquals(12, card.getTotalRuns());
    assertEquals(1, card.totalExtras());
}
",5,5,
1,"@Test
public void bowlerFromTheBattingSideIsRejected() {
    engine.apply(innings, Ball.builder().over(0).ballInOver(1)
            .bowler(""IND9"").striker(""IND1"").nonStriker(""IND2"").build());
}
",5,5,
1,"@Test
public void deliveryToAClosedInningsIsRejected() {
    innings.close();
    bowl(0, 1, 1);
}
",5,5,
1,"@Test
public void anEmptyObjectParses() {
    assertTrue(JsonParser.parse(""{}"").isObject());
    assertEquals(0, JsonParser.parse(""{}"").size());
}
",5,5,
1,"@Test
public void anEmptyArrayParses() {
    assertTrue(JsonParser.parse(""[]"").isArray());
    assertEquals(0, JsonParser.parse(""[]"").size());
}
",5,5,
1,"@Test
public void aStringParses() {
    assertEquals(""Kohli"", JsonParser.parse(""\""Kohli\"""").asString());
}
",5,5,
1,"@Test
public void anIntegerParses() {
    assertEquals(47, JsonParser.parse(""47"").asInt());
}
",5,5,
1,"@Test
public void aNegativeNumberParses() {
    assertEquals(-12, JsonParser.parse(""-12"").asInt());
}
",5,5,
1,"@Test
public void aDecimalParses() {
    assertEquals(6.25, JsonParser.parse(""6.25"").asDouble(), 1e-9);
}
",5,5,
1,"@Test
public void exponentNotationParses() {
    assertEquals(1200.0, JsonParser.parse(""1.2e3"").asDouble(), 1e-9);
}
",5,5,
1,"@Test
public void trueParses() {
    assertTrue(JsonParser.parse(""true"").asBoolean());
}
",5,5,
1,"@Test
public void falseParses() {
    assertFalse(JsonParser.parse(""false"").asBoolean());
}
",5,5,
1,"@Test
public void nullParses() {
    assertTrue(JsonParser.parse(""null"").isNull());
}
",5,5,
1,"@Test
public void anObjectMemberIsRead() {
    JsonValue v = JsonParser.parse(""{\""runs\"":147,\""wickets\"":3}"");
    assertEquals(147, v.get(""runs"").asInt());
    assertEquals(3, v.get(""wickets"").asInt());
}
",5,5,
1,"@Test
public void anArrayElementIsRead() {
    JsonValue v = JsonParser.parse(""[1,2,3]"");
    assertEquals(2, v.get(1).asInt());
    assertEquals(3, v.size());
}
",5,5,
1,"@Test
public void nestingIsHandled() {
    JsonValue v = JsonParser.parse(""{\""innings\"":{\""score\"":{\""runs\"":180}}}"");
    assertEquals(180, v.get(""innings"").get(""score"").get(""runs"").asInt());
}
",5,5,
1,"@Test
public void anArrayOfObjectsIsHandled() {
    JsonValue v = JsonParser.parse(""[{\""id\"":\""IND1\""},{\""id\"":\""IND2\""}]"");
    assertEquals(""IND2"", v.get(1).get(""id"").asString());
}
",5,5,
1,"@Test
public void whitespaceIsIgnored() {
    JsonValue v = JsonParser.parse(""  {\n \""a\"" : 1 ,\t\""b\"" : 2 \r\n}  "");
    assertEquals(2, v.size());
}
",5,5,
1,"@Test
public void memberOrderIsPreserved() {
    JsonValue v = JsonParser.parse(""{\""z\"":1,\""a\"":2,\""m\"":3}"");
    assertEquals(""{\""z\"":1,\""a\"":2,\""m\"":3}"", JsonWriter.write(v));
}
",5,5,
1,"@Test
public void hasDetectsAMember() {
    JsonValue v = JsonParser.parse(""{\""runs\"":1}"");
    assertTrue(v.has(""runs""));
    assertFalse(v.has(""wickets""));
}
",5,5,
1,"@Test
public void aMissingMemberIsNull() {
    assertTrue(JsonParser.parse(""{}"").get(""nope"").isNull());
}
",5,5,
1,"@Test
public void escapedQuotesRoundTrip() {
    assertEquals(""say \""hi\"""", JsonParser.parse(""\""say \\\""hi\\\""\"""").asString());
}
",5,5,
1,"@Test
public void escapedBackslashesRoundTrip() {
    assertEquals(""a\\b"", JsonParser.parse(""\""a\\\\b\"""").asString());
}
",5,5,
1,"@Test
public void escapedNewlinesRoundTrip() {
    assertEquals(""a\nb"", JsonParser.parse(""\""a\\nb\"""").asString());
}
",5,5,
1,"@Test
public void escapedTabsRoundTrip() {
    assertEquals(""a\tb"", JsonParser.parse(""\""a\\tb\"""").asString());
}
",5,5,
1,"@Test
public void escapedSlashesAreAccepted() {
    assertEquals(""a/b"", JsonParser.parse(""\""a\\/b\"""").asString());
}
",5,5,
1,"@Test
public void unicodeEscapesAreDecoded() {
    assertEquals(""\u00e9"", JsonParser.parse(""\""\\u00e9\"""").asString());
}
",5,5,
1,"@Test
public void aStringIsWrittenWithQuotes() {
    assertEquals(""\""Kohli\"""", JsonWriter.write(""Kohli""));
}
",5,5,
1,"@Test
public void quotesAreEscapedOnWrite() {
    assertEquals(""\""say \\\""hi\\\""\"""", JsonWriter.write(""say \""hi\""""));
}
",5,5,
1,"@Test
public void newlinesAreEscapedOnWrite() {
    assertEquals(""\""a\\nb\"""", JsonWriter.write(""a\nb""));
}
",5,5,
1,"@Test
public void controlCharactersAreEscapedOnWrite() {
    assertEquals(""\""\\u0001\"""", JsonWriter.write(""\u0001""));
}
",5,5,
1,"@Test
public void wholeDoublesLoseTheTrailingZero() {
    assertEquals(""6"", JsonWriter.write(6.0));
}
",5,5,
1,"@Test
public void fractionalDoublesKeepTheirDecimals() {
    assertEquals(""6.25"", JsonWriter.write(6.25));
}
",5,5,
1,"@Test
public void integersAreWrittenPlainly() {
    assertEquals(""147"", JsonWriter.write(147));
}
",5,5,
1,"@Test
public void nullIsWritten() {
    assertEquals(""null"", JsonWriter.write((Object) null));
}
",5,5,
1,"@Test
public void booleansAreWritten() {
    assertEquals(""true"", JsonWriter.write(true));
    assertEquals(""false"", JsonWriter.write(false));
}
",5,5,
1,"@Test
public void anObjectIsBuiltAndWritten() {
    JsonValue v = JsonValue.object().put(""runs"", 147).put(""wickets"", 3);
    assertEquals(""{\""runs\"":147,\""wickets\"":3}"", JsonWriter.write(v));
}
",5,5,
1,"@Test
public void anArrayIsBuiltAndWritten() {
    JsonValue v = JsonValue.array().add(""a"").add(""b"");
    assertEquals(""[\""a\"",\""b\""]"", JsonWriter.write(v));
}
",5,5,
1,"@Test
public void nestedValuesAreUnwrappedOnPut() {
    JsonValue inner = JsonValue.object().put(""runs"", 10);
    JsonValue outer = JsonValue.object().put(""score"", inner);
    assertEquals(""{\""score\"":{\""runs\"":10}}"", JsonWriter.write(outer));
}
",5,5,
1,"@Test
public void aBuiltDocumentRoundTrips() {
    JsonValue v = JsonValue.object()
            .put(""match"", ""IND-AUS"")
            .put(""runs"", 147)
            .put(""chasing"", true);
    assertEquals(v.toString(), JsonParser.parse(v.toString()).toString());
}
",5,5,
1,"@Test
public void optStringFallsBackWhenAbsent() {
    assertEquals(""none"", JsonParser.parse(""{}"").optString(""venue"", ""none""));
}
",5,5,
1,"@Test
public void optStringFallsBackOnTheWrongType() {
    assertEquals(""none"", JsonParser.parse(""{\""venue\"":5}"").optString(""venue"", ""none""));
}
",5,5,
1,"@Test
public void optStringReadsAPresentMember() {
    assertEquals(""Lord's"", JsonParser.parse(""{\""venue\"":\""Lord's\""}"").optString(""venue"", ""none""));
}
",5,5,
1,"@Test
public void optIntFallsBackWhenAbsent() {
    assertEquals(-1, JsonParser.parse(""{}"").optInt(""runs"", -1));
}
",5,5,
1,"@Test
public void optIntReadsAPresentMember() {
    assertEquals(147, JsonParser.parse(""{\""runs\"":147}"").optInt(""runs"", -1));
}
",5,5,
1,"@Test
public void theTypeNameIsReported() {
    assertEquals(""object"", JsonParser.parse(""{}"").typeName());
    assertEquals(""array"", JsonParser.parse(""[]"").typeName());
    assertEquals(""string"", JsonParser.parse(""\""a\"""").typeName());
    assertEquals(""number"", JsonParser.parse(""1"").typeName());
    assertEquals(""boolean"", JsonParser.parse(""true"").typeName());
    assertEquals(""null"", JsonParser.parse(""null"").typeName());
}
",3,5,
1,"@Test
public void nullInputIsRejected() {
    JsonParser.parse(null);
}
",5,5,
1,"@Test
public void trailingContentIsRejected() {
    JsonParser.parse(""{} junk"");
}
",5,5,
1,"@Test
public void anUnterminatedObjectIsRejected() {
    JsonParser.parse(""{\""a\"":1"");
}
",5,5,
1,"@Test
public void anUnterminatedArrayIsRejected() {
    JsonParser.parse(""[1,2"");
}
",5,5,
1,"@Test
public void anUnterminatedStringIsRejected() {
    JsonParser.parse(""\""abc"");
}
",5,5,
1,"@Test
public void aMissingColonIsRejected() {
    JsonParser.parse(""{\""a\"" 1}"");
}
",5,5,
1,"@Test
public void aBadLiteralIsRejected() {
    JsonParser.parse(""tru"");
}
",5,5,
1,"@Test
public void anInvalidEscapeIsRejected() {
    JsonParser.parse(""\""a\\qb\"""");
}
",5,5,
1,"@Test
public void aTruncatedUnicodeEscapeIsRejected() {
    JsonParser.parse(""\""\\u00\"""");
}
",5,5,
1,"@Test
public void anInvalidUnicodeEscapeIsRejected() {
    JsonParser.parse(""\""\\uZZZZ\"""");
}
",5,5,
1,"@Test
public void readingAStringAsANumberIsRejected() {
    JsonParser.parse(""\""abc\"""").asInt();
}
",5,5,
1,"@Test
public void readingANumberAsAnObjectIsRejected() {
    JsonParser.parse(""1"").asObject();
}
",5,5,
1,"@Test
public void readingAnObjectAsAnArrayIsRejected() {
    JsonParser.parse(""{}"").asArray();
}
",5,5,
1,"@Test
public void anOutOfRangeIndexIsRejected() {
    JsonParser.parse(""[1]"").get(5);
}
",5,5,
1,"@Test
public void aScalarHasNoSize() {
    JsonParser.parse(""1"").size();
}
",5,5,
1,"@Test
public void nonFiniteNumbersCannotBeWritten() {
    JsonWriter.write(Double.NaN);
}
",5,5,
1,"@Test
public void theExceptionCarriesAPosition() {
    try {
        JsonParser.parse(""{\""a\"" 1}"");
    } catch (JsonException e) {
        assertTrue(e.getPosition() >= 0);
        assertTrue(e.getMessage().contains(""position""));
    }
}
",5,5,
1,"@Test
public void aRealisticScorecardRoundTrips() {
    String doc = ""{\""matchId\"":\""IND-AUS-T20\"",\""innings\"":[{\""team\"":\""India\"",""
            + ""\""runs\"":186,\""wickets\"":4,\""overs\"":20},{\""team\"":\""Australia\"",""
            + ""\""runs\"":179,\""wickets\"":8,\""overs\"":20}],\""result\"":\""India won by 7 runs\""}"";
    JsonValue v = JsonParser.parse(doc);
    assertEquals(""IND-AUS-T20"", v.get(""matchId"").asString());
    assertEquals(2, v.get(""innings"").size());
    assertEquals(186, v.get(""innings"").get(0).get(""runs"").asInt());
    assertEquals(doc, JsonWriter.write(v));
}
",5,5,
1,"@Test
public void theAddressCombinesOverAndBall() {
    assertEquals(""12.3"", legal().build().address());
}
",5,5,
1,"@Test
public void theFirstDeliveryOfAMatchIsZeroOne() {
    assertEquals(""0.1"", legal().over(0).ballInOver(1).build().address());
}
",5,5,
1,"@Test
public void aPlainDeliveryHasNoExtra() {
    assertFalse(legal().build().hasExtra());
    assertNull(legal().build().getExtra());
}
",5,5,
1,"@Test
public void aPlainDeliveryIsNotAWicket() {
    assertFalse(legal().build().isWicket());
}
",5,5,
1,"@Test
public void aPlainDeliveryIsLegal() {
    assertTrue(legal().build().isLegalDelivery());
}
",5,5,
1,"@Test
public void aWideIsNotALegalDelivery() {
    assertFalse(legal().extra(ExtraType.WIDE, 0).build().isLegalDelivery());
}
",5,5,
1,"@Test
public void aNoBallIsNotALegalDelivery() {
    assertFalse(legal().extra(ExtraType.NO_BALL, 0).build().isLegalDelivery());
}
",5,5,
1,"@Test
public void aByeIsALegalDelivery() {
    assertTrue(legal().extra(ExtraType.BYE, 1).build().isLegalDelivery());
}
",5,5,
1,"@Test
public void totalRunsAreRunsOffTheBatWhenThereAreNoExtras() {
    assertEquals(4, legal().runsOffBat(4).build().totalRuns());
}
",5,5,
1,"@Test
public void aWideCarriesOnePenaltyRun() {
    assertEquals(1, legal().extra(ExtraType.WIDE, 0).build().totalRuns());
}
",5,5,
1,"@Test
public void aWideToTheBoundaryCarriesFivePenaltyRuns() {
    assertEquals(5, legal().extra(ExtraType.WIDE, 4).build().totalRuns());
}
",5,5,
1,"@Test
public void aNoBallHitForSixIsSevenRuns() {
    assertEquals(7, legal().extra(ExtraType.NO_BALL, 0).runsOffBat(6).build().totalRuns());
}
",5,5,
1,"@Test
public void byesCarryNoPenalty() {
    assertEquals(2, legal().extra(ExtraType.BYE, 2).build().totalRuns());
}
",5,5,
1,"@Test
public void extraRunsAreZeroWithoutAnExtra() {
    assertEquals(0, legal().runsOffBat(4).build().extraRuns());
}
",5,5,
1,"@Test
public void extraRunsIncludeThePenalty() {
    assertEquals(3, legal().extra(ExtraType.WIDE, 2).build().extraRuns());
}
",5,5,
1,"@Test
public void runsOffTheBatAreChargedToTheBowler() {
    assertEquals(4, legal().runsOffBat(4).build().runsChargedToBowler());
}
",5,5,
1,"@Test
public void aWideIsChargedToTheBowler() {
    assertEquals(1, legal().extra(ExtraType.WIDE, 0).build().runsChargedToBowler());
}
",5,5,
1,"@Test
public void byesAreNotChargedToTheBowler() {
    assertEquals(0, legal().extra(ExtraType.BYE, 4).build().runsChargedToBowler());
}
",5,5,
1,"@Test
public void legByesAreNotChargedToTheBowler() {
    assertEquals(0, legal().extra(ExtraType.LEG_BYE, 2).build().runsChargedToBowler());
}
",5,5,
1,"@Test
public void aNoBallHitForFourChargesFiveToTheBowler() {
    assertEquals(5, legal().extra(ExtraType.NO_BALL, 0).runsOffBat(4).build().runsChargedToBowler());
}
",5,5,
1,"@Test
public void aWicketIsCarried() {
    Ball ball = legal().wicket(WicketEvent.of(Dismissal.BOWLED, ""IND3"")).build();
    assertTrue(ball.isWicket());
    assertEquals(Dismissal.BOWLED, ball.getWicket().getDismissal());
}
",5,5,
1,"@Test
public void theBuilderRoundTrips() {
    Ball original = legal().runsOffBat(4).extra(ExtraType.NO_BALL, 0).build();
    assertEquals(original, original.toBuilder().build());
}
",5,5,
1,"@Test
public void theBuilderCanAmendASingleField() {
    Ball original = legal().runsOffBat(4).build();
    Ball amended = original.toBuilder().runsOffBat(6).build();
    assertEquals(6, amended.getRunsOffBat());
    assertEquals(4, original.getRunsOffBat());
}
",5,5,
1,"@Test
public void identicalDeliveriesAreEqual() {
    assertEquals(legal().runsOffBat(2).build(), legal().runsOffBat(2).build());
}
",5,5,
1,"@Test
public void identicalDeliveriesShareAHashCode() {
    assertEquals(legal().runsOffBat(2).build().hashCode(),
            legal().runsOffBat(2).build().hashCode());
}
",5,5,
1,"@Test
public void deliveriesWithDifferentRunsAreNotEqual() {
    assertNotEquals(legal().runsOffBat(2).build(), legal().runsOffBat(4).build());
}
",5,5,
1,"@Test
public void aBallIsNotEqualToAnUnrelatedObject() {
    assertNotEquals(legal().build(), ""12.3"");
}
",5,5,
1,"@Test
public void aBallEqualsItself() {
    Ball ball = legal().build();
    assertEquals(ball, ball);
}
",5,5,
1,"@Test
public void theTimestampIsCarried() {
    assertEquals(1700000000000L, legal().timestampMillis(1700000000000L).build().getTimestampMillis());
}
",2,5,
1,"@Test
public void toStringLeadsWithTheAddress() {
    assertTrue(legal().build().toString().startsWith(""12.3""));
}
",5,5,
1,"@Test
public void toStringMarksAWicket() {
    Ball ball = legal().wicket(WicketEvent.of(Dismissal.BOWLED, ""IND3"")).build();
    assertTrue(ball.toString().endsWith(""W""));
}
",5,5,
1,"@Test
public void aBallWithoutABowlerIsRejected() {
    Ball.builder().striker(""IND3"").nonStriker(""IND1"").build();
}
",5,5,
1,"@Test
public void aBallWithoutAStrikerIsRejected() {
    Ball.builder().bowler(""AUS8"").nonStriker(""IND1"").build();
}
",5,5,
1,"@Test
public void aBallWithoutANonStrikerIsRejected() {
    Ball.builder().bowler(""AUS8"").striker(""IND3"").build();
}
",5,5,
1,"@Test
public void aNegativeExtraIsRejected() {
    new Extra(ExtraType.WIDE, -1);
}
",5,5,
1,"@Test
public void aNullExtraTypeIsRejected() {
    new Extra(null, 1);
}
",5,5,
1,"@Test
public void extrasOfTheSameKindAreEqual() {
    assertEquals(new Extra(ExtraType.WIDE, 2), new Extra(ExtraType.WIDE, 2));
}
",5,5,
1,"@Test
public void extrasOfDifferentKindsAreNotEqual() {
    assertNotEquals(new Extra(ExtraType.WIDE, 2), new Extra(ExtraType.BYE, 2));
}
",5,5,
1,"@Test
public void anExtraCanBeBuiltWithoutRuns() {
    assertEquals(0, Extra.of(ExtraType.WIDE).getRuns());
}
",5,5,
1,"@Test
public void aNewMatchIsScheduled() {
    assertEquals(MatchState.SCHEDULED, match.getState());
}
",5,5,
1,"@Test
public void aNewMatchHasNoInnings() {
    assertTrue(match.getInnings().isEmpty());
    assertNull(match.currentInnings());
}
",5,5,
1,"@Test
public void aTeamCannotPlayItself() {
    new Match(""bad"", Fixtures.india(), Fixtures.india(), MatchFormat.T20, ""Lord's"");
}
",5,5,
1,"@Test
public void aBlankMatchIdIsRejected() {
    new Match("" "", Fixtures.india(), Fixtures.australia(), MatchFormat.T20, ""Lord's"");
}
",5,5,
1,"@Test
public void aNullFormatIsRejected() {
    new Match(""m"", Fixtures.india(), Fixtures.australia(), null, ""Lord's"");
}
",5,5,
1,"@Test
public void anUnknownVenueFallsBack() {
    assertEquals(""unknown"",
            new Match(""m"", Fixtures.india(), Fixtures.australia(), MatchFormat.T20, null).getVenue());
}
",5,5,
1,"@Test
public void recordingTheTossAdvancesTheState() {
    match.recordToss(""IND"", true);
    assertEquals(MatchState.TOSS_DONE, match.getState());
    assertEquals(""IND"", match.getTossWinnerId());
    assertTrue(match.isTossElectedToBat());
}
",5,5,
1,"@Test
public void aTossWinnerOutsideTheMatchIsRejected() {
    match.recordToss(""ENG"", true);
}
",5,5,
1,"@Test
public void theOpponentOfEachSideIsTheOther() {
    assertEquals(""AUS"", match.opponentOf(""IND"").getId());
    assertEquals(""IND"", match.opponentOf(""AUS"").getId());
}
",5,5,
1,"@Test
public void theOpponentOfAnOutsideTeamIsRejected() {
    match.opponentOf(""ENG"");
}
",4,5,
1,"@Test
public void bothSidesAreInvolved() {
    assertTrue(match.involves(""IND""));
    assertTrue(match.involves(""AUS""));
    assertFalse(match.involves(""ENG""));
}
",5,5,
1,"@Test
public void aT20InningsInheritsTheTwentyOverLimit() {
    Innings innings = match.startInnings(match.getTeamA(), match.getTeamB());
    assertEquals(20, innings.getOversLimit());
}
",5,5,
1,"@Test
public void aTestInningsHasNoOverLimit() {
    Match test = new Match(""t"", Fixtures.india(), Fixtures.australia(), MatchFormat.TEST, ""Lord's"");
    assertEquals(-1, test.startInnings(test.getTeamA(), test.getTeamB()).getOversLimit());
}
",5,5,
1,"@Test
public void inningsAreNumberedFromOne() {
    assertEquals(1, match.startInnings(match.getTeamA(), match.getTeamB()).getNumber());
    assertEquals(2, match.startInnings(match.getTeamB(), match.getTeamA()).getNumber());
}
",5,5,
1,"@Test
public void inningsAreFoundByNumber() {
    match.startInnings(match.getTeamA(), match.getTeamB());
    assertNotNull(match.inningsByNumber(1));
    assertNull(match.inningsByNumber(2));
}
",5,5,
1,"@Test
public void theCurrentInningsIsTheLatest() {
    match.startInnings(match.getTeamA(), match.getTeamB());
    Innings second = match.startInnings(match.getTeamB(), match.getTeamA());
    assertEquals(second, match.currentInnings());
}
",5,5,
1,"@Test
public void aggregateRunsSumEveryInnings() {
    Innings first = match.startInnings(match.getTeamA(), match.getTeamB());
    Innings second = match.startInnings(match.getTeamB(), match.getTeamA());
    first.getScoreCard().addRuns(180);
    second.getScoreCard().addRuns(120);
    assertEquals(300, match.aggregateRuns());
}
",5,5,
1,"@Test
public void matchesAreEqualById() {
    assertEquals(Fixtures.t20Match(), Fixtures.t20Match());
}
",5,5,
1,"@Test
public void theDirtyFlagStartsClear() {
    assertFalse(match.isDirty());
}
",5,5,
1,"@Test
public void theDirtyFlagCanBeSetAndCleared() {
    match.markDirty();
    assertTrue(match.isDirty());
    match.clearDirty();
    assertFalse(match.isDirty());
}
",5,5,
1,"@Test
public void onlyInProgressAcceptsDeliveries() {
    assertTrue(MatchState.IN_PROGRESS.acceptsDeliveries());
    assertFalse(MatchState.SCHEDULED.acceptsDeliveries());
    assertFalse(MatchState.RAIN_DELAY.acceptsDeliveries());
}
",5,5,
1,"@Test
public void completedAndAbandonedAreTerminal() {
    assertTrue(MatchState.COMPLETED.isTerminal());
    assertTrue(MatchState.ABANDONED.isTerminal());
    assertFalse(MatchState.IN_PROGRESS.isTerminal());
}
",5,5,
1,"@Test
public void aTerminalStateAcceptsNoTransition() {
    assertFalse(MatchState.COMPLETED.canTransitionTo(MatchState.IN_PROGRESS));
    assertFalse(MatchState.ABANDONED.canTransitionTo(MatchState.SCHEDULED));
}
",5,5,
1,"@Test
public void aStateCannotTransitionToItself() {
    assertFalse(MatchState.IN_PROGRESS.canTransitionTo(MatchState.IN_PROGRESS));
}
",5,5,
1,"@Test
public void aNullTransitionIsRejected() {
    assertFalse(MatchState.IN_PROGRESS.canTransitionTo(null));
}
",5,5,
1,"@Test
public void rainDelayCanResume() {
    assertTrue(MatchState.RAIN_DELAY.canTransitionTo(MatchState.IN_PROGRESS));
}
",5,5,
